order_number,order_date,customer_name,channel,product_name,quantity,unit_price,revenue,cost,state,state_name,us_region,lat,lon,budget,total_cost,profit,profit_margin_pct,order_month_name,order_month_num,order_month
SO - 0003151,2014-10-08,Dynazzy Company,Distributor,Product 18,8,1005.0,8040.0,603.0,FL,Florida,South,26.1716,-80.26163,,4824.0,3216.0,40.0,October,10,2014-10
SO - 0005946,2014-10-08,Rochester Group,Distributor,Product 26,12,2505.8,30069.600000000002,1904.4080000000001,IN,Indiana,Midwest,39.58265,-86.095,,22852.896,7216.7040000000015,24.000000000000004,October,10,2014-10
SO - 0006383,2014-10-08,Blogspan Ltd,Wholesale,Product 5,12,2659.9,31918.800000000003,2207.717,IA,Iowa,Midwest,42.00833,-91.64407,,26492.604,5426.196000000004,17.00000000000001,October,10,2014-10
SO - 0010045,2014-10-08,Wordpedia Ltd,Distributor,Product 6,10,3899.4,38994.0,3119.5200000000004,MO,Missouri,Midwest,38.78922,-90.32261,,31195.200000000004,7798.799999999996,19.99999999999999,October,10,2014-10
SO - 0010178,2014-10-08,Eire Corp,Distributor,Product 12,12,1963.1000000000001,23557.2,1413.432,IL,Illinois,Midwest,41.60127,-87.60032,,16961.184,6596.016,27.999999999999996,October,10,2014-10
SO - 0008496,2014-10-08,MEIJER Corp,Export,Product 20,5,871.0,4355.0,365.82,MD,Maryland,South,39.25066,-76.52052,,1829.1,2525.9,58.00000000000001,October,10,2014-10
SO - 0010068,2014-10-08,Johnson Ltd,Distributor,Product 17,9,3839.1,34551.9,2418.633,CA,California,West,38.75212,-121.28801,,21767.697,12784.203000000001,37.0,October,10,2014-10
SO - 0010098,2014-10-08,Kaymbo Company,Distributor,Product 26,9,1118.9,10070.1,604.2060000000001,IN,Indiana,Midwest,40.47811,-86.95599,,5437.854000000001,4632.245999999999,45.99999999999999,October,10,2014-10
SO - 0001221,2014-10-08,Avamba Company,Distributor,Product 19,8,6505.7,52045.6,4293.762,CT,Connecticut,Northeast,41.22509,-73.06111,,34350.096,17695.504,34.0,October,10,2014-10
SO - 0002275,2014-10-08,Cogidoo Company,Distributor,Product 14,12,3926.2000000000003,47114.4,1806.0520000000001,CA,California,West,33.60002,-117.672,,21672.624000000003,25441.775999999998,53.99999999999999,October,10,2014-10
SO - 0003113,2014-10-08,Feednation Corp,Wholesale,Product 25,8,1802.3,14418.4,1297.656,TX,Texas,South,26.19063,-97.6961,,10381.248,4037.152,28.000000000000004,October,10,2014-10
SO - 0005416,2014-10-08,Wordpedia Ltd,Wholesale,Product 15,12,1038.5,12462.0,519.25,IL,Illinois,Midwest,41.60815,-87.85929,,6231.0,6231.0,50.0,October,10,2014-10
SO - 0006360,2014-10-08,WOCKHARDT Group,Export,Product 3,10,3323.2000000000003,33232.0,2592.0960000000005,IL,Illinois,Midwest,42.25884,-89.06455,,25920.960000000006,7311.039999999994,21.999999999999982,October,10,2014-10
SO - 0006410,2014-10-08,Nexus Group,Wholesale,Product 16,11,2586.2000000000003,28448.200000000004,1086.2040000000002,TN,Tennessee,South,35.04563,-85.30968,,11948.244000000002,16499.956000000002,57.99999999999999,October,10,2014-10
SO - 0008197,2014-10-08,Realcube Company,Export,Product 4,8,931.3000000000001,7450.400000000001,726.4140000000001,CA,California,West,37.70583,-122.46194,,5811.312000000001,1639.0879999999997,21.999999999999993,October,10,2014-10
SO - 0010224,2014-10-08,Voonyx Group,Export,Product 5,5,2345.0,11725.0,1172.5,CA,California,West,33.76696,-118.18923,,5862.5,5862.5,50.0,October,10,2014-10
SO - 000374,2014-10-09,Eire Corp,Distributor,Product 3,5,254.6,1273.0,117.116,AZ,Arizona,West,32.32341,-110.9951,,585.58,687.42,53.99999999999999,October,10,2014-10
SO - 0002137,2014-10-09,Tekfly Group,Distributor,Product 12,12,2492.4,29908.800000000003,1395.7440000000001,MI,Michigan,Midwest,42.66198,-83.38792,,16748.928,13159.872000000003,44.00000000000001,October,10,2014-10
SO - 0002445,2014-10-09,Skyble Corp,Distributor,Product 13,11,1005.0,11055.0,814.0500000000001,MT,Montana,West,45.78329,-108.50069,,8954.550000000001,2100.449999999999,18.99999999999999,October,10,2014-10
SO - 0002597,2014-10-09,Omba Group,Wholesale,Product 3,12,1326.6000000000001,15919.2,1074.5460000000003,CA,California,West,34.09529,-118.12701,,12894.552000000003,3024.6479999999974,18.999999999999982,October,10,2014-10
SO - 0003068,2014-10-09,NCS Group,Wholesale,Product 25,6,227.8,1366.8000000000002,152.626,LA,Louisiana,South,30.22409,-92.01984,,915.7560000000001,451.0440000000001,33.0,October,10,2014-10
SO - 0004504,2014-10-09,Wordware Company,Wholesale,Product 4,11,5768.7,63455.7,4095.7769999999996,IN,Indiana,Midwest,40.05365,-86.02173,,45053.547,18402.153,28.999999999999996,October,10,2014-10
SO - 0005870,2014-10-09,Yombu Corp,Distributor,Product 25,9,1132.3,10190.699999999999,713.3489999999999,TX,Texas,South,29.61968,-95.63495,,6420.141,3770.5589999999993,37.0,October,10,2014-10
SO - 0005895,2014-10-09,Snaptags Ltd,Distributor,Product 15,8,5721.8,45774.4,4863.53,MO,Missouri,Midwest,39.12513,-94.55103,,38908.24,6866.1600000000035,15.000000000000007,October,10,2014-10
SO - 0009761,2014-10-09,Avamba Company,Wholesale,Product 20,5,1232.8,6164.0,875.2879999999999,NY,New York,Northeast,42.74333,-73.7856,,4376.44,1787.5600000000004,29.00000000000001,October,10,2014-10
SO - 0008207,2014-10-09,WOCKHARDT Group,Wholesale,Product 25,6,3859.2000000000003,23155.2,1852.4160000000002,CA,California,West,34.14251,-118.25508,,11114.496000000001,12040.704,52.0,October,10,2014-10
SO - 0008653,2014-10-09,Mylan Corp,Export,Product 13,5,1078.7,5393.5,841.3860000000001,NV,Nevada,West,36.10803,-115.245,,4206.93,1186.5699999999997,21.999999999999993,October,10,2014-10
SO - 0008283,2014-10-09,Bath Group,Wholesale,Product 26,12,2653.2000000000003,31838.4,1936.8360000000002,NJ,New Jersey,Northeast,40.18205,-74.19852,,23242.032000000003,8596.367999999999,26.999999999999996,October,10,2014-10
SO - 0001536,2014-10-09,Eayo Company,Wholesale,Product 18,8,6472.2,51777.6,2977.212,IL,Illinois,Midwest,41.51591,-87.60098,,23817.696,27959.904,54.0,October,10,2014-10
SO - 0002375,2014-10-09,Fred's Company,Wholesale,Product 25,6,1876.0,11256.0,1256.92,WA,Washington,West,47.61038,-122.20068,,7541.52,3714.4799999999996,32.99999999999999,October,10,2014-10
SO - 0002714,2014-10-09,Skajo Ltd,Export,Product 26,7,6197.5,43382.5,5019.975,UT,Utah,West,41.223,-111.97383,,35139.825000000004,8242.674999999996,18.99999999999999,October,10,2014-10
SO - 0004471,2014-10-09,Accudial Company,Wholesale,Product 14,12,2237.8,26853.600000000002,939.8760000000001,VA,Virginia,South,38.890390000000004,-77.08414,,11278.512,15575.088000000002,57.99999999999999,October,10,2014-10
SO - 0005303,2014-10-09,Wordpedia Ltd,Export,Product 18,9,958.1,8622.9,479.05,FL,Florida,South,25.77427,-80.19366,,4311.45,4311.45,50.0,October,10,2014-10
SO - 0004873,2014-10-09,Viva Ltd,Wholesale,Product 24,8,1078.7,8629.6,550.1370000000001,IL,Illinois,Midwest,41.77475,-87.8596,,4401.0960000000005,4228.504,49.0,October,10,2014-10
SO - 0005926,2014-10-09,Zoomzone Corp,Distributor,Product 28,6,5494.0,32964.0,2747.0,CA,California,West,34.13612,-117.86534,,16482.0,16482.0,50.0,October,10,2014-10
SO - 0006556,2014-10-09,BB17 Company,Export,Product 13,11,871.0,9581.0,418.08,AL,Alabama,South,31.2337,-85.40682,,4598.88,4982.12,52.0,October,10,2014-10
SO - 0009301,2014-10-09,Liberty Group,Export,Product 2,10,3825.7000000000003,38257.0,2869.275,NY,New York,Northeast,40.62472,-73.95222,,28692.75,9564.25,25.0,October,10,2014-10
SO - 0008225,2014-10-09,Gabvine Ltd,Export,Product 9,9,1018.4,9165.6,407.36,MI,Michigan,Midwest,42.60559,-83.14993,,3666.2400000000002,5499.360000000001,60.00000000000001,October,10,2014-10
SO - 0009045,2014-10-09,Zoovu Corp,Wholesale,Product 14,9,1855.9,16703.100000000002,965.0680000000001,IL,Illinois,Midwest,42.24868,-89.07452,,8685.612000000001,8017.488000000001,48.0,October,10,2014-10
SO - 000728,2014-10-09,Dynazzy Company,Wholesale,Product 17,5,1876.0,9380.0,1500.8000000000002,IN,Indiana,Midwest,40.42871,-86.85277,,7504.000000000001,1875.999999999999,19.99999999999999,October,10,2014-10
SO - 0004167,2014-10-09,Brightdog Corp,Wholesale,Product 23,7,1286.4,9004.800000000001,951.936,TX,Texas,South,29.30139,-94.79778,,6663.552000000001,2341.2480000000005,26.0,October,10,2014-10
SO - 0005398,2014-10-09,Wordware Company,Wholesale,Product 5,11,938.0,10318.0,675.36,NC,North Carolina,South,35.78088,-78.81327,,7428.96,2889.04,27.999999999999996,October,10,2014-10
SO - 0005648,2014-10-09,Rochester Group,Distributor,Product 5,6,2626.4,15758.400000000001,1785.9520000000002,CA,California,West,33.72058,-116.21556,,10715.712000000001,5042.688,31.999999999999996,October,10,2014-10
SO - 0006812,2014-10-09,Valeant Corp,Wholesale,Product 8,12,6023.3,72279.6,3132.116,IL,Illinois,Midwest,41.51591,-87.60098,,37585.392,34694.208000000006,48.00000000000001,October,10,2014-10
SO - 0009285,2014-10-09,Golden Corp,Wholesale,Product 13,7,3798.9,26592.3,2583.2520000000004,OH,Ohio,Midwest,39.3995,-84.56134,,18082.764000000003,8509.535999999996,31.99999999999999,October,10,2014-10
SO - 0009442,2014-10-09,US Ltd,Wholesale,Product 28,8,214.4,1715.2,124.35199999999999,FL,Florida,South,26.52535,-80.06643,,994.8159999999999,720.3840000000001,42.00000000000001,October,10,2014-10
SO - 0008783,2014-10-09,Browsetype Corp,Wholesale,Product 3,9,2003.3,18029.7,1482.442,IN,Indiana,Midwest,39.97837,-86.11804,,13341.978,4687.722000000002,26.000000000000007,October,10,2014-10
SO - 000860,2014-10-09,BTA Corp,Distributor,Product 25,10,3189.2000000000003,31892.000000000004,2264.332,OH,Ohio,Midwest,41.36838,-82.10765,,22643.32,9248.680000000004,29.00000000000001,October,10,2014-10
SO - 0001648,2014-10-09,Jabbercube Corp,Distributor,Product 18,9,1728.6000000000001,15557.400000000001,1175.448,CA,California,West,33.72835,-117.14642,,10579.032000000001,4978.368,32.0,October,10,2014-10
SO - 0002314,2014-10-09,Voolia Ltd,Wholesale,Product 14,5,6304.7,31523.5,2774.0679999999998,KY,Kentucky,South,36.99032,-86.4436,,13870.339999999998,17653.160000000003,56.000000000000014,October,10,2014-10
SO - 0002587,2014-10-09,MEIJER Corp,Export,Product 26,12,268.0,3216.0,227.79999999999998,AR,Arkansas,South,36.06258,-94.15743,,2733.6,482.4000000000001,15.000000000000002,October,10,2014-10
SO - 0004782,2014-10-09,H Ltd,Wholesale,Product 23,9,2345.0,21105.0,1195.95,MN,Minnesota,Midwest,44.64969,-93.24272,,10763.550000000001,10341.449999999999,48.99999999999999,October,10,2014-10
SO - 0005042,2014-10-09,Yodoo Ltd,Distributor,Product 2,11,214.4,2358.4,124.35199999999999,OH,Ohio,Midwest,41.08144,-81.51901,,1367.8719999999998,990.5280000000002,42.00000000000001,October,10,2014-10
SO - 0005237,2014-10-09,Brightdog Corp,Wholesale,Product 3,7,261.3,1829.1000000000001,107.133,NY,New York,Northeast,43.02033,-78.88032,,749.9309999999999,1079.1690000000003,59.00000000000001,October,10,2014-10
SO - 0009074,2014-10-09,Vinte Group,Export,Product 13,6,5212.6,31275.600000000002,2814.8040000000005,CA,California,West,33.93752,-117.23059,,16888.824000000004,14386.775999999998,45.99999999999999,October,10,2014-10
SO - 000182,2014-10-09,WOCKHARDT Group,Wholesale,Product 16,5,167.5,837.5,90.45,VA,Virginia,South,37.55376,-77.46026,,452.25,385.25,46.0,October,10,2014-10
SO - 0001942,2014-10-09,Mydeo Ltd,Export,Product 26,11,2860.9,31469.9,1487.6680000000001,VA,Virginia,South,37.41375,-79.14225,,16364.348000000002,15105.552,48.0,October,10,2014-10
SO - 0002385,2014-10-09,US Ltd,Wholesale,Product 26,11,1152.4,12676.400000000001,887.3480000000001,WY,Wyoming,West,41.13998,-104.82025,,9760.828000000001,2915.572,23.0,October,10,2014-10
SO - 0003825,2014-10-09,Zoovu Corp,Wholesale,Product 14,11,1058.6000000000001,11644.600000000002,899.8100000000001,IL,Illinois,Midwest,42.1103,-88.03424,,9897.91,1746.6900000000023,15.000000000000016,October,10,2014-10
SO - 0007457,2014-10-09,Zava Group,Distributor,Product 15,8,1045.2,8361.6,637.572,CT,Connecticut,Northeast,41.27065,-72.94705,,5100.576,3261.0240000000003,39.0,October,10,2014-10
SO - 0007640,2014-10-09,Skippad Ltd,Wholesale,Product 5,8,2385.2000000000003,19081.600000000002,1645.788,IL,Illinois,Midwest,41.56858,-87.80422,,13166.304,5915.296000000002,31.000000000000007,October,10,2014-10
SO - 0007674,2014-10-09,Realbuzz Ltd,Wholesale,Product 26,6,1728.6000000000001,10371.6,1382.88,FL,Florida,South,25.98731,-80.23227,,8297.28,2074.3199999999997,19.999999999999996,October,10,2014-10
SO - 0009150,2014-10-09,Kaymbo Company,Wholesale,Product 6,11,884.4,9728.4,442.2,CA,California,West,34.01945,-118.49119,,4864.2,4864.2,50.0,October,10,2014-10
SO - 000167,2014-10-10,Tagfeed Ltd,Wholesale,Product 4,6,3852.5,23115.0,2465.6,CA,California,West,37.33939,-121.89496,,14793.599999999999,8321.400000000001,36.00000000000001,October,10,2014-10
SO - 0003824,2014-10-10,Holston Company,Distributor,Product 1,5,5996.5,29982.5,2398.6,MD,Maryland,South,39.084,-77.15276,,11993.0,17989.5,60.0,October,10,2014-10
SO - 0006018,2014-10-10,Internatio Company,Distributor,Product 25,9,1065.3,9587.699999999999,521.997,NV,Nevada,West,36.0397,-114.98194,,4697.973,4889.726999999999,50.99999999999999,October,10,2014-10
SO - 0006586,2014-10-10,Wordpedia Ltd,Distributor,Product 5,7,1025.1000000000001,7175.700000000001,420.29100000000005,VA,Virginia,South,38.80484,-77.04692,,2942.0370000000003,4233.6630000000005,59.0,October,10,2014-10
SO - 0007727,2014-10-10,Trunyx Ltd,Wholesale,Product 25,5,1118.9,5594.5,850.364,CT,Connecticut,Northeast,41.76593,-72.68158,,4251.82,1342.6800000000003,24.000000000000004,October,10,2014-10
SO - 0007813,2014-10-10,NARS Group,Distributor,Product 4,6,5855.8,35134.8,4918.872,MI,Michigan,Midwest,42.60559,-83.14993,,29513.232000000004,5621.567999999999,15.999999999999998,October,10,2014-10
SO - 0008274,2014-10-10,Holston Company,Distributor,Product 20,9,1125.6000000000001,10130.400000000001,506.5200000000001,CA,California,West,38.1302,-121.27245,,4558.680000000001,5571.72,54.99999999999999,October,10,2014-10
SO - 0001981,2014-10-10,Alembic Ltd,Wholesale,Product 1,11,3731.9,41050.9,2910.882,MD,Maryland,South,39.07955,-77.07303,,32019.702,9031.198,22.0,October,10,2014-10
SO - 0005662,2014-10-10,Fatz Group,Wholesale,Product 23,6,234.5,1407.0,147.735,CA,California,West,38.58046,-121.53023,,886.4100000000001,520.5899999999999,36.99999999999999,October,10,2014-10
SO - 0010712,2014-10-10,WOONSOCKET Corp,Distributor,Product 26,9,951.4,8562.6,704.036,IL,Illinois,Midwest,42.36363,-87.84479,,6336.324,2226.2760000000007,26.000000000000007,October,10,2014-10
SO - 0009604,2014-10-10,Realbridge Corp,Export,Product 8,9,1051.9,9467.1,820.4820000000001,MD,Maryland,South,39.07955,-77.07303,,7384.338000000001,2082.7619999999997,21.999999999999996,October,10,2014-10
SO - 0008580,2014-10-10,CARDINAL Group,Wholesale,Product 16,10,1132.3,11323.0,905.84,IL,Illinois,Midwest,41.5177,-88.14885,,9058.4,2264.6000000000004,20.000000000000004,October,10,2014-10
SO - 0001272,2014-10-10,Zoovu Corp,Distributor,Product 1,6,261.3,1567.8000000000002,180.297,FL,Florida,South,30.33218,-81.65565,,1081.782,486.01800000000026,31.00000000000001,October,10,2014-10
SO - 0002480,2014-10-10,Viva Ltd,Export,Product 23,8,5922.8,47382.4,3257.5400000000004,IN,Indiana,Midwest,40.04559,-86.0086,,26060.320000000003,21322.079999999998,44.99999999999999,October,10,2014-10
SO - 0003254,2014-10-10,Aldi Ltd,Wholesale,Product 13,7,777.2,5440.400000000001,528.4960000000001,PA,Pennsylvania,Northeast,40.60843,-75.49018,,3699.4720000000007,1740.9279999999999,31.999999999999996,October,10,2014-10
SO - 0005220,2014-10-10,Shuffledri Group,Distributor,Product 10,8,2244.5,17956.0,1773.155,OR,Oregon,West,44.05207,-123.08675,,14185.24,3770.76,21.000000000000004,October,10,2014-10
SO - 0005556,2014-10-10,H Ltd,Distributor,Product 13,6,2680.0,16080.0,2144.0,TX,Texas,South,26.1948,-98.18362,,12864.0,3216.0,20.0,October,10,2014-10
SO - 0006310,2014-10-10,Neutrogena Ltd,Wholesale,Product 25,7,2546.0,17822.0,1196.62,MI,Michigan,Midwest,42.32226,-83.17631,,8376.34,9445.66,53.0,October,10,2014-10
SO - 0008839,2014-10-10,Centizu Company,Wholesale,Product 11,10,1963.1000000000001,19631.0,863.764,CA,California,West,38.67796,-121.17606,,8637.64,10993.36,56.00000000000001,October,10,2014-10
SO - 0010230,2014-10-10,Skidoo Company,Distributor,Product 16,6,991.6,5949.6,485.884,NJ,New Jersey,Northeast,40.0908,-74.36126,,2915.304,3034.2960000000003,51.0,October,10,2014-10
SO - 0001866,2014-10-10,Realcube Company,Wholesale,Product 3,11,2586.2000000000003,28448.200000000004,1862.064,IN,Indiana,Midwest,41.59337,-87.34643,,20482.704,7965.496000000003,28.000000000000007,October,10,2014-10
SO - 0003452,2014-10-10,Skinder Group,Export,Product 26,7,261.3,1829.1000000000001,164.619,IL,Illinois,Midwest,42.10881,-87.83476,,1152.333,676.767,37.0,October,10,2014-10
SO - 0004090,2014-10-10,Realbuzz Ltd,Distributor,Product 11,11,3376.8,37144.8,1553.3280000000002,AZ,Arizona,West,33.7862,-112.30801,,17086.608000000004,20058.192,53.99999999999999,October,10,2014-10
SO - 0006226,2014-10-10,GOOD Ltd,Wholesale,Product 15,9,1125.6000000000001,10130.400000000001,810.432,MN,Minnesota,Midwest,44.85469,-93.47079,,7293.888,2836.5120000000015,28.000000000000014,October,10,2014-10
SO - 0001658,2014-10-10,Fatz Group,Distributor,Product 19,12,1755.4,21064.800000000003,965.4700000000001,NH,New Hampshire,Northeast,42.99564,-71.45479,,11585.640000000001,9479.160000000002,45.0,October,10,2014-10
SO - 0002499,2014-10-10,Devpoint Group,Wholesale,Product 16,10,1092.1000000000001,10921.000000000002,917.364,CA,California,West,38.44047,-122.71443,,9173.64,1747.3600000000024,16.00000000000002,October,10,2014-10
SO - 0003093,2014-10-10,Bluezoom Group,Distributor,Product 26,12,2010.0,24120.0,964.8,CA,California,West,34.18084,-118.30897,,11577.599999999999,12542.400000000001,52.0,October,10,2014-10
SO - 0007936,2014-10-10,Eire Corp,Distributor,Product 19,5,971.5,4857.5,524.61,WA,Washington,West,48.75955,-122.48822,,2623.05,2234.45,46.0,October,10,2014-10
SO - 0008950,2014-10-10,Skyvu Group,Distributor,Product 13,10,1989.9,19899.0,895.455,NJ,New Jersey,Northeast,40.85677,-74.12848,,8954.550000000001,10944.449999999999,54.99999999999999,October,10,2014-10
SO - 0010455,2014-10-10,SHISEIDO Ltd,Wholesale,Product 4,7,2559.4,17915.8,1638.016,CO,Colorado,West,39.70471,-105.08137,,11466.112000000001,6449.687999999998,35.99999999999999,October,10,2014-10
SO - 000647,2014-10-10,Zava Group,Wholesale,Product 29,8,3738.6,29908.8,2056.23,OH,Ohio,Midwest,39.34021,-84.41716,,16449.84,13458.96,44.99999999999999,October,10,2014-10
SO - 000772,2014-10-10,Mita Corp,Wholesale,Product 5,10,3169.1,31691.0,1616.241,FL,Florida,South,28.11873,-81.47923,,16162.41,15528.59,49.0,October,10,2014-10
SO - 000941,2014-10-10,Blogtags Ltd,Wholesale,Product 18,10,3939.6,39396.0,2678.9280000000003,AR,Arkansas,South,36.19007,-94.15943,,26789.280000000002,12606.719999999998,31.999999999999996,October,10,2014-10
SO - 0005248,2014-10-10,Gabvine Ltd,Distributor,Product 23,9,743.7,6693.3,312.354,FL,Florida,South,26.27119,-80.2706,,2811.1859999999997,3882.1140000000005,58.00000000000001,October,10,2014-10
SO - 0006188,2014-10-10,Colgate-Pa Group,Distributor,Product 16,12,5400.2,64802.399999999994,3780.1399999999994,UT,Utah,West,41.06022,-111.97105,,45361.67999999999,19440.72,30.000000000000004,October,10,2014-10
SO - 0007140,2014-10-10,Liberty Group,Wholesale,Product 14,5,1025.1000000000001,5125.500000000001,563.8050000000002,FL,Florida,South,25.94204,-80.2456,,2819.025000000001,2306.475,44.99999999999999,October,10,2014-10
SO - 0008856,2014-10-10,Organon Corp,Wholesale,Product 25,10,1038.5,10385.0,498.47999999999996,CA,California,West,34.26778,-119.25421,,4984.799999999999,5400.200000000001,52.0,October,10,2014-10
SO - 0009007,2014-10-10,Ascend Ltd,Export,Product 4,5,690.1,3450.5,496.872,NV,Nevada,West,36.17497,-115.13722,,2484.36,966.1399999999999,27.999999999999996,October,10,2014-10
SO - 0009938,2014-10-10,Zooxo Ltd,Wholesale,Product 26,5,1715.2,8576.0,1234.944,CA,California,West,33.55391,-117.21392,,6174.719999999999,2401.2800000000007,28.000000000000007,October,10,2014-10
SO - 0003303,2014-10-11,Bluezoom Group,Distributor,Product 26,5,877.7,4388.5,614.39,IL,Illinois,Midwest,42.0261,-88.31822,,3071.95,1316.5500000000002,30.000000000000004,October,10,2014-10
SO - 0004867,2014-10-11,Realpoint Corp,Export,Product 2,10,207.70000000000002,2077.0,112.15800000000002,WY,Wyoming,West,41.13998,-104.82025,,1121.5800000000002,955.4199999999998,45.99999999999999,October,10,2014-10
SO - 0005295,2014-10-11,Skippad Ltd,Export,Product 27,6,3477.3,20863.800000000003,2677.521,CA,California,West,37.66243,-121.87468,,16065.126,4798.674000000003,23.00000000000001,October,10,2014-10
SO - 0005891,2014-10-11,Kaymbo Company,Wholesale,Product 4,7,1969.8,13788.6,1654.6319999999998,IL,Illinois,Midwest,41.85059,-87.79367,,11582.423999999999,2206.1760000000013,16.000000000000007,October,10,2014-10
SO - 0006637,2014-10-11,Deseret Group,Distributor,Product 20,6,2224.4,13346.400000000001,1401.372,CO,Colorado,West,39.91942,-104.94281,,8408.232,4938.1680000000015,37.00000000000001,October,10,2014-10
SO - 0010417,2014-10-11,Skippad Ltd,Wholesale,Product 25,6,3892.7000000000003,23356.2,2880.598,VA,Virginia,South,39.11566,-77.5636,,17283.588,6072.612000000001,26.0,October,10,2014-10
SO - 0009226,2014-10-11,Skidoo Company,Distributor,Product 1,5,1125.6000000000001,5628.000000000001,686.6160000000001,CT,Connecticut,Northeast,41.04537,-73.63402,,3433.0800000000004,2194.9200000000005,39.0,October,10,2014-10
SO - 0009542,2014-10-11,Omba Group,Export,Product 27,12,2532.6,30391.199999999997,2000.754,IN,Indiana,Midwest,38.31527,-85.83185,,24009.048,6382.151999999998,20.999999999999996,October,10,2014-10
SO - 0008744,2014-10-11,Mita Corp,Export,Product 8,6,3564.4,21386.4,2708.944,WI,Wisconsin,Midwest,44.81966,-91.49488,,16253.664,5132.736000000001,24.000000000000004,October,10,2014-10
SO - 0009835,2014-10-11,Skippad Ltd,Export,Product 17,10,1273.0,12730.0,840.1800000000001,OH,Ohio,Midwest,40.79895,-81.37845,,8401.800000000001,4328.199999999999,33.99999999999999,October,10,2014-10
SO - 0010705,2014-10-11,Linklinks Ltd,Distributor,Product 13,12,1098.8,13185.599999999999,648.2919999999999,PA,Pennsylvania,Northeast,42.08594,-80.1199,,7779.503999999999,5406.096,41.0,October,10,2014-10
SO - 0001615,2014-10-11,Aromaticos Company,Wholesale,Product 13,9,3577.8,32200.2,1431.1200000000001,OR,Oregon,West,44.04624,-123.02203,,12880.080000000002,19320.12,60.0,October,10,2014-10
SO - 0002429,2014-10-11,Podcat Corp,Wholesale,Product 5,9,938.0,8442.0,450.24,CA,California,West,34.00259,-117.46761,,4052.16,4389.84,52.0,October,10,2014-10
SO - 0002503,2014-10-11,Centizu Company,Wholesale,Product 8,8,1125.6000000000001,9004.800000000001,765.4080000000001,IL,Illinois,Midwest,41.7543,-87.97753,,6123.264000000001,2881.536,31.999999999999996,October,10,2014-10
SO - 0002899,2014-10-11,Valeant Corp,Wholesale,Product 6,11,4020.0,44220.0,2814.0,CA,California,West,32.71533,-117.15726,,30954.0,13266.0,30.0,October,10,2014-10
SO - 0003271,2014-10-11,WOCKHARDT Group,Wholesale,Product 17,10,3497.4,34974.0,1398.96,FL,Florida,South,28.03947,-81.9498,,13989.6,20984.4,60.00000000000001,October,10,2014-10
SO - 0003340,2014-10-11,Browsetype Corp,Wholesale,Product 14,7,891.1,6237.7,543.571,FL,Florida,South,25.46872,-80.47756,,3804.9970000000003,2432.7029999999995,38.99999999999999,October,10,2014-10
SO - 0003732,2014-10-11,Cogidoo Company,Wholesale,Product 28,12,2432.1,29185.199999999997,1580.865,CA,California,West,34.09223,-117.43505,,18970.38,10214.819999999996,34.99999999999999,October,10,2014-10
SO - 0008784,2014-10-11,BTA Corp,Distributor,Product 14,10,2398.6,23986.0,1631.048,MN,Minnesota,Midwest,44.85469,-93.47079,,16310.48,7675.52,32.0,October,10,2014-10
SO - 0001277,2014-10-11,Ascend Ltd,Distributor,Product 4,5,1159.1000000000001,5795.500000000001,985.2350000000001,OH,Ohio,Midwest,39.75895,-84.19161,,4926.175000000001,869.3249999999998,14.999999999999995,October,10,2014-10
SO - 0003272,2014-10-11,Zava Group,Distributor,Product 11,6,6438.7,38632.2,2575.48,NJ,New Jersey,Northeast,40.76732,-74.20487,,15452.880000000001,23179.319999999996,60.0,October,10,2014-10
SO - 0004827,2014-10-11,Quaxo Ltd,Distributor,Product 17,11,180.9,1989.9,123.01200000000001,NY,New York,Northeast,41.14077,-74.10498,,1353.132,636.768,32.0,October,10,2014-10
SO - 0004930,2014-10-11,Arbor Company,Wholesale,Product 19,12,1065.3,12783.599999999999,894.852,IA,Iowa,Midwest,42.49567,-96.39053,,10738.224,2045.3759999999984,15.99999999999999,October,10,2014-10
SO - 0005953,2014-10-11,Omba Group,Wholesale,Product 1,9,2211.0,19899.0,1238.16,IL,Illinois,Midwest,42.06642,-87.93729,,11143.44,8755.56,43.99999999999999,October,10,2014-10
SO - 0007088,2014-10-11,Aldi Ltd,Distributor,Product 8,9,3986.5,35878.5,2631.09,CT,Connecticut,Northeast,41.67655,-72.78616,,23679.81,12198.689999999999,34.0,October,10,2014-10
SO - 000685,2014-10-11,Flipbug Ltd,Wholesale,Product 20,8,1855.9,14847.2,1354.807,NY,New York,Northeast,40.64092,-73.31669,,10838.456,4008.7440000000006,27.0,October,10,2014-10
SO - 0002343,2014-10-11,Browsebug Company,Wholesale,Product 5,12,3832.4,45988.8,1724.5800000000002,MI,Michigan,Midwest,42.49698,-82.88881,,20694.960000000003,25293.84,54.99999999999999,October,10,2014-10
SO - 0009716,2014-10-11,Camido Company,Export,Product 26,12,1822.4,21868.800000000003,1093.44,MD,Maryland,South,39.25066,-76.52052,,13121.28,8747.520000000002,40.0,October,10,2014-10
SO - 0008748,2014-10-11,Colgate-Pa Group,Export,Product 7,7,2338.3,16368.100000000002,1028.852,MN,Minnesota,Midwest,44.88969,-93.34995,,7201.964000000001,9166.136000000002,56.00000000000001,October,10,2014-10
SO - 0008106,2014-10-11,Bath Group,Distributor,Product 4,9,1025.1000000000001,9225.900000000001,830.3310000000001,MA,Massachusetts,Northeast,42.33176,-71.12116,,7472.979000000001,1752.9210000000003,19.0,October,10,2014-10
